roundness,ShapeFactor2,Compactness,Class
0.9754023408288142,0.003076989557712224,0.928440728148955,SEKER
0.9723340531397822,0.0028710659269699647,0.9073413853619953,SEKER
0.9611287424729658,0.0029515982546434874,0.9157514617297463,SEKER
0.9644394455020094,0.0030842674851224504,0.9292855232759788,SEKER
0.9525382332252736,0.0030168333857138923,0.9226035261966239,SEKER
0.921427619698948,0.0031517846019845875,0.9361934758736501,SEKER
0.9359626473375842,0.002674566454109165,0.8863934725442876,SEKER
0.9612763890251181,0.0030719367875349387,0.9283799836325514,SEKER
0.9494626319364751,0.0028088817971270896,0.9011543599555505,SEKER
0.9171340044360379,0.00313021035884333,0.9344502943855982,SEKER
0.9595620011896921,0.00288560086194828,0.909469438165153,SEKER
0.9269265082081329,0.0030343121339751196,0.9248739716494168,SEKER
0.9271980328421906,0.0035732405847105544,0.9767388404681284,SEKER
0.8741247214764792,0.0028301334321693835,0.9037232657873722,SEKER
0.9050008768446041,0.002905674567503444,0.9118639525451769,SEKER
0.9245974137749079,0.0029552794956776616,0.9171071135437033,SEKER
0.9356266427048878,0.00289910808350292,0.9112777830992839,SEKER
0.9738429464115214,0.0029458483762575725,0.9161628722655487,SEKER
0.9650713855311085,0.002920141254304041,0.913517767582578,SEKER
0.9446575501990478,0.003148774756485534,0.936913920556798,SEKER
0.9667773600396955,0.002923759654856159,0.9140747482622098,SEKER
0.9311727781737043,0.003020233295625227,0.9240385215503317,SEKER
0.9558229606771169,0.0025306621944067853,0.8712102817698397,SEKER
0.9771671827742581,0.0030484808478703335,0.9269851069224319,SEKER
0.9433406398205416,0.0032232181461730154,0.9444208494032682,SEKER
0.9727580692442673,0.00277696490977925,0.8986584269684228,SEKER
0.9906853996160323,0.0030077914493752437,0.923144320799745,SEKER
0.9748103412811874,0.003012584024718656,0.9237086694314788,SEKER
0.8997429641899918,0.0025781961958459988,0.8770282739445431,SEKER
0.9735631873621047,0.0030214253189055082,0.9246671764067166,SEKER
0.944219534016819,0.0026476711280204015,0.8849519097226533,SEKER
0.9565205816000192,0.003545181597219614,0.9755945071290275,SEKER
0.9589545683883137,0.0026983590374317526,0.8908048210234218,SEKER
0.9622631012955074,0.0032338026694238697,0.9462233977613496,SEKER
0.8425343484139729,0.0025710034444863653,0.8766867943138515,SEKER
0.931005952172734,0.002766344260699407,0.8985300582609211,SEKER
0.9366293850989834,0.0029244526283231254,0.915345918447426,SEKER
0.9206666205850317,0.002971950421599066,0.9203025083561246,SEKER
0.9799123481169953,0.002951195986782923,0.9181781680698735,SEKER
0.9078406547292549,0.003107876410897049,0.9341616617397195,SEKER
0.9643680853766637,0.002660694375687741,0.887040223231496,SEKER
0.9575409585064406,0.0029149406055748927,0.9144667353878656,SEKER
0.9646717179616354,0.0030154831303148477,0.9250376709822241,SEKER
0.9499279440782307,0.0030708579855499274,0.9307446477325269,SEKER
0.9795049994230773,0.003158306208261635,0.9396000777732112,SEKER
0.9670234720394467,0.002967045940751621,0.9202462458637307,SEKER
0.9481293467990191,0.002812018234436997,0.9039491562347224,SEKER
0.9684633771260541,0.002767460293008123,0.8991581594601631,SEKER
0.9447450897337177,0.0031436181723978373,0.9381880224052692,SEKER
0.9722841346383821,0.0029350347330017196,0.9169705033213617,SEKER
0.9764374399599959,0.002966471482303701,0.9202923588513096,SEKER
0.9521209008483963,0.0028929985628353768,0.9126354346123047,SEKER
0.9787942133227138,0.0031798581955208485,0.9419108577863601,SEKER
0.9655368690791334,0.002959465211410821,0.9196680501904537,SEKER
0.9736589142786523,0.0028285785175230145,0.9060405156697796,SEKER
0.9760586438275264,0.003199461964284439,0.9441947975637394,SEKER
0.9725690066380462,0.0028476458304244508,0.9082524485670511,SEKER
0.9604963599997237,0.0029967329954702034,0.9238385788594996,SEKER
0.9870892436642872,0.0034348715811599235,0.9668687173562497,SEKER
0.9415499742975526,0.0028338846825981846,0.9068861637001556,SEKER
0.9502729231562727,0.0029639106381944952,0.9206225050016721,SEKER
0.9754440361381915,0.0030814666088826033,0.9326688302480206,SEKER
0.9722362759979826,0.002998676203058867,0.9242447392100738,SEKER
0.8865968749868307,0.0033926372323237527,0.9631763824932791,SEKER
0.9405191059221097,0.003040829126914978,0.9287211793545143,SEKER
0.9717127498335429,0.003273606572240893,0.9518531776066903,SEKER
0.9440581402188102,0.002956874025275748,0.9201443496082752,SEKER
0.9615825694632485,0.0029665314571694404,0.9211815366935695,SEKER
0.9599484570508697,0.0027133545625054076,0.8945378672083794,SEKER
0.9394930171745406,0.0027303822656192488,0.896467219351412,SEKER
0.9859494974918117,0.003108980583349327,0.9361454422686037,SEKER
0.9579171831503972,0.0032174209554769635,0.9471765877360451,SEKER
0.9483034553798266,0.002769794646444638,0.9011068768756534,SEKER
0.9866847311746488,0.003144126554291797,0.9400679067389165,SEKER
0.9731359672425134,0.003052423955411561,0.9309023459089276,SEKER
0.9447796730477572,0.002917232987169734,0.9169827888219405,SEKER
0.9487732593185922,0.003110104301307849,0.9367801603316702,SEKER
0.9636814093270455,0.002631175494360336,0.8860302470850837,SEKER
0.9112864422024723,0.0029515151757535784,0.9206288035568786,SEKER
0.9683998244245622,0.0031281397131877305,0.9386567679056059,SEKER
0.9525188883534276,0.0027498962000582,0.8991962290919425,SEKER
0.9569617899852102,0.0028525641924698705,0.9102951359133221,SEKER
0.9606522715113435,0.003012742395804492,0.9272703408635636,SEKER
0.9579421876681037,0.0027346152359717,0.8978805629446241,SEKER
0.9543605874553165,0.002623885710175942,0.8855942713990753,SEKER
0.8954635260436054,0.002513021636851681,0.8730059698982365,SEKER
0.9578371946608222,0.0026808735399262975,0.8920254537248884,SEKER
0.9612514033166444,0.0030895983767304206,0.935268259366488,SEKER
0.9430691144361364,0.0026860800401307433,0.8926507244471671,SEKER
0.9541742314155844,0.003203313439301021,0.946716152533979,SEKER
0.969700850948088,0.003061613600232971,0.9325593674640044,SEKER
0.9810715807244832,0.002829330343920333,0.9083877724456574,SEKER
0.9520867478784445,0.0027370542821871964,0.898504258254166,SEKER
0.964078825789416,0.002912555432596112,0.9173524215754961,SEKER
0.9328536007679716,0.0028873085703971383,0.9147612748867632,SEKER
0.9487835524842172,0.0027117171723651636,0.895837186452823,SEKER
0.9762183975020567,0.0031796771552011897,0.9446918648358964,SEKER
0.9588092822219659,0.0027784009742379667,0.9032491166867306,SEKER
0.9250144672419244,0.0028836698304357676,0.9145825948071239,SEKER
0.962470112304693,0.002822136219579114,0.9080615151899021,SEKER
0.9438887744993865,0.003150032469535275,0.9419909313659213,SEKER
0.9652394845922767,0.0026117693496699613,0.8850260371431166,SEKER
0.9609208885298933,0.003023015498399568,0.9292374107777339,SEKER
0.9439398619869639,0.0027521613741877267,0.9007002057507423,SEKER
0.9788768775073232,0.0029380288206677665,0.9205364309656004,SEKER
0.9369356647594377,0.0029982062412914775,0.9269054860843448,SEKER
0.982176064204513,0.0030428375015920397,0.9315366505172042,SEKER
0.9612008506823263,0.0028848611875222615,0.9151996896822945,SEKER
0.9834235685968524,0.00292929812233685,0.9198748568081558,SEKER
0.9367779408657143,0.0026989152118127623,0.895154791296126,SEKER
0.9523234097450136,0.0030736141579176318,0.9348079700582078,SEKER
0.9687464586502148,0.002717744762542283,0.8973147233299231,SEKER
0.9189590803998924,0.0028180243711207996,0.9082490444169459,SEKER
0.9516418464822549,0.0028898121751009787,0.9159280666250256,SEKER
0.9626165305630868,0.0030489377528400124,0.9324447917631531,SEKER
0.9409678386370264,0.0029078582103898073,0.9178574733507326,SEKER
0.9056757611201464,0.0028333960937695917,0.9100302845628382,SEKER
0.9556281312607998,0.0027943075593037324,0.9058921290128314,SEKER
0.9552821621713989,0.0031817874803614075,0.9460670070412068,SEKER
0.9621181711133079,0.002895870490258703,0.9168706976782219,SEKER
0.9403065389491094,0.0027791266694071485,0.9044067914862417,SEKER
0.9736049442008282,0.002850909431889278,0.91215398225325,SEKER
0.9676067589889394,0.0028292670814580693,0.9098576122517797,SEKER
0.947747670509757,0.002540492670727858,0.8778360077303359,SEKER
0.9339372718587594,0.0023380613736413078,0.8540416632385753,SEKER
0.963499611561409,0.002793133195566964,0.9062180800293694,SEKER
0.976918090431799,0.002764526740190354,0.9031180936491477,SEKER
0.9379566908279493,0.002835397361550748,0.91077925633866,SEKER
0.9229363304514616,0.0027393753263080726,0.9004363482239177,SEKER
0.9714243934193179,0.0026871426657068117,0.8946852686162107,SEKER
0.9142975540104176,0.003056478035422918,0.9339605389264276,SEKER
0.9408716942086729,0.0027421623659183076,0.9007895969078896,SEKER
0.934165286025574,0.0027339404232622606,0.8999058318389898,SEKER
0.9135242675416911,0.002839517112108869,0.9113569750471059,SEKER
0.9479809980295272,0.002879317962064595,0.9156529387973779,SEKER
0.9237512694303088,0.0026673268749801585,0.8926145632306624,SEKER
0.9281790908620908,0.003020631768703217,0.9304211099798521,SEKER
0.9482732451075333,0.0022944895440966894,0.848994870426305,SEKER
0.9740989555443877,0.002827161551181672,0.9102137293118394,SEKER
0.9584629261575431,0.0030004685198585204,0.9284674802003602,SEKER
0.9433436453566266,0.002461612672565486,0.8691852440550901,SEKER
0.9166105621839155,0.0027002370110032633,0.896444062153926,SEKER
0.9522469460133066,0.0027202952338630623,0.898693023978277,SEKER
0.9425402900795121,0.0026068588509529766,0.8860747780390612,SEKER
0.9708625007051607,0.0028241239988642465,0.9100635260511474,SEKER
0.9724335658818553,0.003040559034854247,0.9327961980340814,SEKER
0.955026346185607,0.002767645754236746,0.9040171050711114,SEKER
0.912638553174804,0.003378390381493253,0.9661887105859747,SEKER
0.9644051292438524,0.00266107194614872,0.892347354105286,SEKER
0.9685584626362552,0.0029540880314148058,0.9239664724163675,SEKER
0.9682145228529496,0.002719380651584757,0.8990389838866816,SEKER
0.9592474610280542,0.002791190348755417,0.9069100766752528,SEKER
0.925151041778264,0.0029769506974895795,0.9266030280908563,SEKER
0.9316117235115191,0.002636387534141502,0.8899183619918932,SEKER
0.9543176788717901,0.0029137340936469386,0.920094597138493,SEKER
0.9755753782941737,0.0027769312907890216,0.9054764472383365,SEKER
0.9665151311983214,0.0027329937398894192,0.9006884564091574,SEKER
0.969391848199118,0.0028710706518692494,0.9156170221115489,SEKER
0.9764341520723405,0.0029585219032407305,0.9248384012511665,SEKER
0.9488172392504463,0.0026795789252025055,0.8948207473368006,SEKER
0.9392911732279462,0.003011440116912284,0.9304586806299455,SEKER
0.9566010166614723,0.0026515417445817065,0.8918304098115257,SEKER
0.9752922839673075,0.0029862513875079768,0.9279017914911059,SEKER
0.9720542263546236,0.002803907854341434,0.9086350522701336,SEKER
0.9147926706928105,0.0027210898860729805,0.8996859420061846,SEKER
0.9532051505064941,0.0028237928509219534,0.9108786178602523,SEKER
0.9708636617025157,0.0029582811320311387,0.9252000821041605,SEKER
0.968740162417395,0.0028991169146633414,0.9190215226572613,SEKER
0.9706701895295027,0.0029178910425737364,0.9210187373444431,SEKER
0.9663347063449117,0.0026931728233819618,0.8968008670779825,SEKER
0.9748568639715147,0.0032152858675912666,0.9513709628039183,SEKER
0.9567240179935173,0.003125208734849784,0.9424114137218325,SEKER
0.9260152392365317,0.0028113212731106117,0.9097713711759707,SEKER
0.9231810096361353,0.00286681259365223,0.9157358236232902,SEKER
0.9747558762991739,0.002777835341760165,0.9061839099161966,SEKER
0.9363690071575772,0.0028360601720736132,0.9124934095488672,SEKER
0.9677640750217898,0.002931924121117328,0.9226654250307582,SEKER
0.9513848244463001,0.002913864632283952,0.9207759309475763,SEKER
0.9528030432329305,0.0028274170823730663,0.9116354006340751,SEKER
0.9125120687700369,0.0029341899926481315,0.9229915015560758,SEKER
0.9090231680656014,0.002597558604820307,0.8862595011323737,SEKER
0.9702641522508076,0.0026266380498391204,0.889554435660491,SEKER
0.9689788118919322,0.0029894512133643997,0.9287854930239834,SEKER
0.9584971880075094,0.0027916975374684895,0.9080148455712531,SEKER
0.974743465781251,0.0031114417151853783,0.941435818866198,SEKER
0.928807931300964,0.002636807705624776,0.8909269814318382,SEKER
0.9631917804269822,0.002848167148142021,0.9141357226501582,SEKER
0.9475054313789631,0.0030679998175890703,0.9371413783632506,SEKER
0.9718883387317139,0.003045171700831411,0.9348693394004033,SEKER
0.9498943181176199,0.002893054130707448,0.9190359669978418,SEKER
0.9206820932616074,0.0026470505805665026,0.8922155953260177,SEKER
0.9606509492671899,0.0031115995071370594,0.9416227907404041,SEKER
0.9477862272127905,0.00270423042228096,0.8986071165708035,SEKER
0.968784810670316,0.0027818916533215916,0.9071325857013615,SEKER
0.9547685290253809,0.0030484271629436436,0.9352783198731293,SEKER
0.9558775752486058,0.002681281351148544,0.8961820410978513,SEKER
0.9771100287554381,0.0027815307796767597,0.9072146697437058,SEKER
0.9599589345833428,0.002857807122628297,0.9154370503210748,SEKER
0.9279940735574217,0.0028652551775765907,0.9163278380347243,SEKER
0.942296064962636,0.0027969000260403627,0.9089909725292841,SEKER
0.9633099852765707,0.0026930067546867146,0.8976321126887443,SEKER
0.9713673216445674,0.0028264047874773848,0.9122718534452695,SEKER
0.9460149527964267,0.002607626103861303,0.8881072252155386,SEKER
0.9692569371407628,0.002590270602542073,0.8861663140647204,SEKER
0.7803704114077497,0.002442329598284448,0.8689636622382552,SEKER
0.9697001037452475,0.0026946084554342734,0.8979213347574869,SEKER
0.9641862696514328,0.0027650531982599826,0.9057177046999879,SEKER
0.9519144838860073,0.0026291290448922666,0.8906902397106183,SEKER
0.9783615473570338,0.0028105885804812986,0.9108446443129481,SEKER
0.9643176645229737,0.0028028938899398157,0.9100516346480172,SEKER
0.9617685622628762,0.003051319883154809,0.9362297842355259,SEKER
0.9542002461187923,0.002919971284347474,0.922629191616759,SEKER
0.9763793956788215,0.0028802949466948838,0.9184749178291198,SEKER
0.8942041219577548,0.003150503696623309,0.9463559232599003,SEKER
0.9685467647471249,0.002918481451193104,0.9225468065885215,SEKER
0.9196841167471314,0.0027287190746198555,0.902114988424821,SEKER
0.9602515746906102,0.002710216000225326,0.9001226464564579,SEKER
0.9317299615288824,0.0028966637179915706,0.9203164958539901,SEKER
0.9381508213128752,0.00296059635733801,0.9270380927919917,SEKER
0.9160709446661364,0.0023586351461351426,0.8594004195371564,SEKER
0.9587482157027687,0.002625951178692871,0.890720910613585,SEKER
0.9310028921301042,0.003045950819107194,0.9358982725873675,SEKER
0.9374564943200117,0.002791941055906897,0.9091239489010037,SEKER
0.9321814238979498,0.002797677362174294,0.909806632351916,SEKER
0.9302164569859727,0.002843874093699646,0.9147913984938553,SEKER
0.9530847947819232,0.0027271405214428367,0.9020995292868168,SEKER
0.9550009059435813,0.0028200715387380762,0.912301329118282,SEKER
0.9400101292562372,0.0027686428390774,0.9067257959860662,SEKER
0.9843525709138902,0.00294816054101151,0.9259360784196606,SEKER
0.960302652931671,0.0025673578413738575,0.8842265535466757,SEKER
0.9431316561048774,0.002723541814979355,0.9018095438923469,SEKER
0.9868122846283266,0.00303296370538438,0.9347570082043901,SEKER
0.9520797563284574,0.0024263403403005576,0.8677931617424871,SEKER
0.9485913692250637,0.0025769451255635836,0.885405628553978,SEKER
0.9742030922346636,0.002881287785678549,0.9190296726352917,SEKER
0.9667954245042846,0.002784163147661245,0.9085978883888335,SEKER
0.8854505568170022,0.003015232770635605,0.9331132546338733,SEKER
0.9547297910844884,0.0026832608942925096,0.897533020139547,SEKER
0.9609800941161653,0.002809149453678941,0.9114934812071223,SEKER
0.9723262523345698,0.002636409760960829,0.8924686648106513,SEKER
0.9735239346028777,0.002847569182342191,0.9156950738647927,SEKER
0.9687720629706176,0.002752671900871421,0.9054678408763367,SEKER
0.9486799909841153,0.0025467462497794496,0.8823385560093873,SEKER
0.9506788060240157,0.0027162580275450817,0.9015000601059275,SEKER
0.9385294340585678,0.0030923766406366618,0.9413560555627317,SEKER
0.9643636790306879,0.0027206861030766995,0.9020408465999212,SEKER
0.9510103277330053,0.00281990823718523,0.9129319344368745,SEKER
0.9505480131628092,0.002895922650107028,0.9210624123203919,SEKER
0.9676234313636951,0.0025986001742992633,0.8884169202116806,SEKER
0.9550047422667821,0.0031402686087291425,0.9463204879416004,SEKER
0.9647850219552229,0.0031555687086593513,0.9478728032817132,SEKER
0.9675963312834402,0.002803358097183967,0.9112112911613991,SEKER
0.9437223021909025,0.0026112986541924573,0.8899583698579967,SEKER
0.9621641226696458,0.0026879873295226806,0.8985950394908313,SEKER
0.9416057576377361,0.0027337073453674436,0.903669695089259,SEKER
0.9287537444893974,0.0027860630720702136,0.9094408888384811,SEKER
0.9515972006996629,0.0026270237820303012,0.89180857823176,SEKER
0.9517542254010255,0.002794318289675685,0.9103726087643758,SEKER
0.9526132046371681,0.002734892147283358,0.9039111293264843,SEKER
0.9682475407420914,0.002943202436050123,0.926332106392045,SEKER
0.9580028639482271,0.0030025067726610283,0.9325169164953808,SEKER
0.9663207839694118,0.002947685140736895,0.9268108998245875,SEKER
0.9199854118035643,0.0027455438851338816,0.9051428789806135,SEKER
0.9492255854460347,0.002848602311349912,0.9163639554753853,SEKER
0.9392876021762533,0.002723642491843704,0.9027722186970536,SEKER
0.9573395287830301,0.0026460739502172175,0.8941193176636517,SEKER
0.9516917141281839,0.0032193843900645276,0.9545665996032351,SEKER
0.9573786499039169,0.0026707257928581633,0.8969803870839073,SEKER
0.9398549366679503,0.002628316723351854,0.8922114500187488,SEKER
0.9625836484521589,0.002700283044396364,0.900311180617406,SEKER
0.9578292564983839,0.00287173246096496,0.9190539756007713,SEKER
0.9666329749368043,0.0027635503202737047,0.9073695393488616,SEKER
0.9504541177581975,0.0025007586612370777,0.8776658884293808,SEKER
0.8960371483309817,0.0029660537078075944,0.9290427902169072,SEKER
0.9763078758460774,0.00298762899875987,0.9312987584162775,SEKER
0.9596628517924752,0.0026556547696856983,0.8954501813846679,SEKER
0.9590602448624284,0.0027744960284630596,0.9086899113378423,SEKER
0.9472246346019941,0.0029884103896452357,0.9314894989579675,SEKER
0.9675914570320767,0.0027950856891004712,0.91095789093439,SEKER
0.970447430033106,0.002750624348141495,0.9061018580030149,SEKER
0.9118410339366536,0.0026668700010649958,0.8968270761064693,SEKER
0.9598943510202224,0.002960777070735184,0.9286313315420284,SEKER
0.9605960754676375,0.00270399608104374,0.9010034456968813,SEKER
0.9715279836478944,0.002713394339901806,0.9020630718658305,SEKER
0.9539776924940371,0.0030342292009836467,0.9363580093602378,SEKER
0.9438375337754267,0.0025326532610556586,0.8816508374691934,SEKER
0.9668320642238946,0.002635131045277218,0.893418841374916,SEKER
0.9411026965013127,0.0029747117881861692,0.9303350376049967,SEKER
0.958902086844267,0.0025933068917855864,0.8887754039724899,SEKER
0.9736778141932021,0.003029724923968526,0.9360834592394246,SEKER
0.9055210324723593,0.0031534979483613178,0.9486653988587289,SEKER
0.9685574021647175,0.0028079454759402083,0.9126914778301658,SEKER
0.9765704767022556,0.0028785937082681846,0.9203474050863635,SEKER
0.9535436388996027,0.002878813032165293,0.9203794126522377,SEKER
0.9358833609328847,0.002356594213742359,0.8609954615491763,SEKER
0.9565105549068438,0.002837820657516889,0.9160329407561082,SEKER
0.9186243280030876,0.002629445798619314,0.8930859302090618,SEKER
0.9586125446386968,0.0030286503903657436,0.9362142404683953,SEKER
0.9450308572639129,0.002740046542841259,0.9055803774852358,SEKER
0.9274536468781421,0.002408875224628348,0.8675558196191159,SEKER
0.9441267343870584,0.002554384888962682,0.8847004280864076,SEKER
0.9270005593893745,0.0024047368277886724,0.8670871347547041,SEKER
0.9417504749701798,0.002563311245742781,0.8857546422421136,SEKER
0.9481844607745777,0.0029202301463071008,0.9250972336097548,SEKER
0.9723479041133495,0.002764013870514152,0.9083023984147293,SEKER
0.9331642756198855,0.002815432420884124,0.9139215540186987,SEKER
0.9519155553654332,0.0027414415111668804,0.9059248028218406,SEKER
0.9587266865077996,0.0027962849216334102,0.9119815043848001,SEKER
0.9694586866793143,0.002706573862415257,0.9021225070531101,SEKER
0.9676491503224978,0.003028810468020051,0.9366120512706474,SEKER
0.9394292977876801,0.002534024886085144,0.8826325262446255,SEKER
0.9424238247830194,0.0027151645468866813,0.9032025716313952,SEKER
0.9525776407620205,0.0028979961421068874,0.923049804386894,SEKER
0.915231551768563,0.002674943640395057,0.8987457120193011,SEKER
0.9747995401078818,0.002657217347395735,0.8967602322409274,SEKER
0.91776970807954,0.002722333830954568,0.9040517212588406,SEKER
0.9386799415641196,0.002634427934317461,0.8942142606393843,SEKER
0.9697735957313328,0.002948076040246556,0.9283928669943301,SEKER
0.9311090604296164,0.002693110252437303,0.9008430082718983,SEKER
0.9440119470449343,0.0028033667655301014,0.9129853113198795,SEKER
0.9574014339965561,0.0027333094917477976,0.9053199987154934,SEKER
0.9767783542102545,0.002930058423803812,0.9265409198730831,SEKER
0.9602119405127557,0.0025474268686218153,0.8843179626341009,SEKER
0.956328371176292,0.002693395261384442,0.9009630874556042,SEKER
0.9540293131378076,0.0025578610900365605,0.8855898279784443,SEKER
0.9576695917646001,0.002747308295811514,0.906956027511017,SEKER
0.9211317613421605,0.002514332634686521,0.8805786253826701,SEKER
0.915997786114641,0.0023015886086611066,0.8550231980995194,SEKER
0.9594841540201919,0.002736410502698966,0.9057974768591719,SEKER
0.9597691244888744,0.0027304839065980784,0.9051472916665058,SEKER
0.9586452437646629,0.0026559544727134034,0.8968441414283788,SEKER
0.9652249122330704,0.002605005061415547,0.8911554206685288,SEKER
0.9423859997434605,0.002692518789060032,0.9010418026940887,SEKER
0.9879197347730718,0.00326336733744238,0.9606932246629324,SEKER
0.9351701599556234,0.0024173222932819833,0.8692748513770866,SEKER
0.9557383996979043,0.0033002151924568404,0.9643539548705158,SEKER
0.9493286638108316,0.002582559663875212,0.8886837920819763,SEKER
0.9581141673608566,0.002806896370846299,0.9137388972622662,SEKER
0.9305939618959251,0.002298148957956686,0.8548400191027651,SEKER
0.9587561223601663,0.0030374273282634747,0.9381250926088606,SEKER
0.9623634310463529,0.002703780286142199,0.9024727897339863,SEKER
0.9687414606825817,0.002838672766441781,0.9172594651707318,SEKER
0.9409832823418236,0.0027460035650367855,0.9072223270571718,SEKER
0.9515880438969933,0.0026680683748008154,0.8986114454324399,SEKER
0.9472644329999216,0.0027438045482746235,0.9070475976062897,SEKER
0.962300340064557,0.0025363391275294283,0.8835845784320803,SEKER
0.9750200922693698,0.002866199918172571,0.9203561633217994,SEKER
0.9630935671117556,0.0029733302106047105,0.9316959434872081,SEKER
0.9782764001093184,0.0029096886186684053,0.9250349632447438,SEKER
0.9706822287478768,0.002896745203186586,0.923708512229149,SEKER
0.963261161137032,0.0028522998841422563,0.9189940916089091,SEKER
0.9583968310922402,0.00270196593049447,0.9026778236540285,SEKER
0.9620840308068827,0.002662139866757715,0.8982207977938675,SEKER
0.9616024242209524,0.0026427869180848536,0.896097131766042,SEKER
0.9629998237009042,0.002953194308765441,0.9299248070893029,SEKER
0.9519125165040085,0.002519801999434179,0.882045042187478,SEKER
0.8960383862121613,0.0022558003324967737,0.8501844298686088,SEKER
0.9674943583891721,0.0025180463474186706,0.8819341942334613,SEKER
